data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-10-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,208,16,224,3152,3376,285,306,3214,501,5616,1475,7091,256324,160689,"dal totale dei positivi è stato sottratto un caso dei giorni passati, in quanto nominativo duplicato (conteggiato due volte)"
2020-10-22T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,48,4,52,776,828,53,83,611,42,453,1028,1481,92593,91753,
2020-10-22T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,86,8,94,1443,1537,157,187,1644,105,1159,2127,3286,248178,246034,
2020-10-22T17:00:00,ITA,15,Campania,40.83956555,14.25084984,1037,94,1131,21430,22561,1460,1541,8913,551,29781,2244,32025,814966,558506,
2020-10-22T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,636,86,722,10941,11663,863,889,27277,4537,35402,8075,43477,1433217,783681,
2020-10-22T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,83,14,97,2128,2225,119,220,4482,368,6490,585,7075,492435,214444,
2020-10-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1293,131,1424,17107,18531,1128,1251,10020,1070,11986,17635,29621,1227104,1002866,
2020-10-22T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,540,34,574,4492,5066,445,690,13842,1673,14535,6046,20581,394365,207034,
2020-10-22T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,1685,156,1841,31677,33518,3628,4125,88059,17152,116243,22486,138729,2610718,1633109,
2020-10-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,133,19,152,2472,2624,247,321,6570,998,10192,0,10192,292862,171050,
2020-10-22T17:00:00,ITA,14,Molise,41.55774754,14.65916051,13,1,14,436,450,25,28,594,26,1024,46,1070,57578,53975,
2020-10-22T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,106,8,114,2204,2318,238,247,2935,296,5549,0,5549,211011,109343,
2020-10-22T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,57,1,58,911,969,121,153,5927,423,4165,3154,7319,267600,109669,
2020-10-22T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1226,79,1305,13475,14780,1345,1550,30661,4227,26564,23104,49668,906964,537462,
2020-10-22T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,448,50,498,5781,6279,288,485,5886,645,3442,9368,12810,507982,359262,
2020-10-22T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,264,36,300,3693,3993,182,243,2712,181,2794,4092,6886,238628,202306,
2020-10-22T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,588,89,677,7863,8540,690,796,5649,397,9374,5212,14586,621996,442472,
2020-10-22T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,524,82,606,12655,13261,1022,1145,12121,1229,20938,5673,26611,962277,646277,Sono stati effettuati 758 tamponi antigenici rapidi in aggiunta ai test in PCR comunicati
2020-10-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,171,22,193,3077,3270,315,407,2493,97,2240,3620,5860,266398,156285,
2020-10-22T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,48,3,51,854,905,74,87,1165,149,1988,231,2219,36671,23688,
2020-10-22T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,500,59,559,12049,12608,1175,1325,24681,2301,23515,16075,39590,2192554,854703,
