data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note
2020-07-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,13,2,15,97,112,0,1,2777,470,3129,230,3359,127354,83616,"E' stato eliminato n. 1 caso positivo erroneamente comunicato in precedenza"
2020-07-26T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,2,0,2,44,46,0,0,374,28,402,46,448,45706,44921,"PER LA DATA ODIERNA SI CONFERMANO I DATI DEL 25 LUGLIO 2020."
2020-07-26T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,3,0,3,76,79,0,0,1071,97,1159,88,1247,116590,114556,
2020-07-26T17:00:00,ITA,15,Campania,40.83956555,14.25084984,28,4,32,320,352,11,11,4126,434,4848,64,4912,322997,165489,
2020-07-26T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.341720800000001,75,4,79,1365,1444,45,61,23793,4285,28290,1232,29522,612985,367597,
2020-07-26T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,9,2,11,94,105,2,2,2925,345,3361,14,3375,240424,122167,
2020-07-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,189,9,198,737,935,7,19,6759,860,6163,2391,8554,404785,334242,
2020-07-26T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,29,1,30,173,203,3,3,8381,1566,8466,1684,10150,180830,96890,
2020-07-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,139,13,152,6619,6771,-4,74,72349,16801,89521,6400,95921,1261557,756888,
2020-07-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,118,122,-7,7,5716,987,6825,0,6825,162553,97446,
2020-07-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,1,0,1,21,22,1,3,421,23,464,2,466,26862,25741,
2020-07-26T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,7,0,7,85,92,5,5,2314,292,2698,0,2698,101313,51844,
2020-07-26T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,1,0,1,92,93,5,6,4467,405,3391,1574,4965,148540,71268,
2020-07-26T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,143,5,148,654,802,10,12,26678,4126,25461,6145,31606,486073,298776,
2020-07-26T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,15,0,15,63,78,2,3,3961,550,1984,2605,4589,229423,157669,
2020-07-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,6,0,6,13,19,0,0,1235,134,1364,24,1388,103086,87413,
2020-07-26T17:00:00,ITA,19,Sicilia,38.11569725,13.362356699999998,20,2,22,173,195,14,14,2715,283,2776,417,3193,263662,209196,
2020-07-26T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,13,0,13,342,355,12,15,8944,1131,10201,229,10430,410136,272875,
2020-07-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,10,17,0,0,1368,80,1444,21,1465,117103,76185,
2020-07-26T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,1,0,1,0,1,0,0,1049,146,1079,117,1196,20875,15254,
2020-07-26T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,31,1,32,690,722,17,19,17023,2064,19356,453,19809,1177718,472962,
